,ANO,DISCIPLINA,DESCRICAO,TAXA_DE_APROVACAO
1003,2015,PRO723,ENGENHARIA DA QUALIDADE,0.81
1004,2015,PRO724,LOGISTICA,0.7949999999999999
1005,2015,PRO725,ENGENHARIA DA INFORMACAO,0.95
1006,2015,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,0.895
1007,2015,PRO808,ENGENHARIA DO PRODUTO,0.985
1008,2015,PRO809,ENGENHARIA ECONOMICA,0.935
1009,2015,PRO909,RECURSOS HUMANOS ESTRATEGICOS,0.91
1010,2015,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,0.92
1011,2015,PRO920,PROJETO DA FABRICA,0.9566666666666667
1012,2015,QUI701,QUIMICA FUNDAMENTAL,0.6708333333333334
1013,2016,ARQ700,EXPRESSAO GRAFICA,0.7150000000000001
1014,2016,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5202564102564101
1015,2016,BCC702,PROGRAMACAO DE COMPUTADORES II,0.49333333333333335
1016,2016,BCC760,CALCULO NUMERICO,0.7494444444444444
1017,2016,CAT107,INSTALACOES INDUSTRIAIS,0.945
1018,2016,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.8966666666666666
1019,2016,CSA172,ECONOMIA DO SETOR PUBLICO,0.975
1020,2016,CSA262,COMUNICACAO ORGANIZACIONAL,0.845
1021,2016,CSA324,CIDADANIA E DIREITO SOCIAL,0.645
1022,2016,CSA333,ACUMULACAO CAPITALISTA E QUESTAO SOCIAL,0.65
1023,2016,CSA334,CLASSES E MOVIMENTOS SOCIAIS,0.555
1024,2016,CSA340,POLITICA SOCIAL NA ORDEM DO CAPITAL,0.6799999999999999
1025,2016,CSA476,MERCADO DE CAPITAIS,0.78
1026,2016,CSA551,EXCLUSAO SOCIAL NA AMERICA LATINA,0.78
1027,2016,FIL126,FILOSOFIA,0.77
1028,2016,FIL612,INTRODUCAO A HISTORIA DA FILOSOFIA,0.77
1029,2016,FIL613,LOGICA I,0.13
1030,2016,FIL622,TEORIA DO CONHECIMENTO,0.65
1031,2016,FIL643,FILOSOFIA DAS CIENCIAS: SECULO XX,0.7
1032,2016,FIL652,ETICA,0.48
1033,2016,FIL662,FILOSOFIA DA ARTE,0.66
1034,2016,FIS130,FISICA I,0.47533333333333333
1035,2016,FIS131,FISICA II,0.43153846153846154
1036,2016,FIS132,FISICA III,0.5486666666666669
1037,2016,FIS133,FISICA IV,0.7541666666666665
1038,2016,FIS214,MECANICA RACIONAL,0.683076923076923
1039,2016,FIS215,MECANICA DO CONTINUO,0.8833333333333333
1040,2016,FIS516,MECANICA QUANTICA I,0.67
1041,2016,FIS629,MECANICA QUANTICA II,1.0
1042,2016,FIS827,INTRODUCAO A INFORMACAO QUANTICA,0.78
1043,2016,FIS831,TEORIA DA RELATIVIDADE,1.0
1044,2016,HIS130,HISTORIA CONTEMPORANEA,0.52
1045,2016,HIS429,TEORIA POLITICA,0.8025
1046,2016,LET771,INTRODUCAO AOS ESTUDOS LITERARIOS,0.755
1047,2016,LET772,LITERATURA BRASILEIRA I,0.6
1048,2016,LET871,LITERATURA PORTUGUESA I,0.71
1049,2016,LET873,LITERATURA BRASILEIRA II,0.72
1050,2016,LET874,LITERATURA PORTUGUESA II,0.62
1051,2016,LET876,LITERATURAS AFRICANAS DE LINGUA PORTUGUESA,0.735
1052,2016,LET966,INTRODUCAO A LIBRAS,0.7925
1053,2016,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.4416666666666667
1054,2016,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.515
1055,2016,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.585
1056,2016,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.405
1057,2016,MUL120,PATRIMONIO CULTURAL,0.85
1058,2016,MUL122,PRESERVACAO E GESTAO DO PATRIMONIO CULTURAL,0.96
1059,2016,MUS143,MUSICA BRASILEIRA I,0.66
1060,2016,MUS144,MUSICA BRASILEIRA II,0.8
1061,2016,MUS473,TOPICOS EM HISTORIA DA MUSICA E APRECIACAO MUSICAL,0.33
1062,2016,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,0.885
1063,2016,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.75
1064,2016,PRO226,MACROECONOMIA,0.95
1065,2016,PRO227,MICROECONOMIA,0.9366666666666666
1066,2016,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.9175
1067,2016,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,0.465
1068,2016,PRO330,GOVERNANCA CORPORATIVA,0.97
1069,2016,PRO336,ECONOMIA DA ENERGIA,0.855
1070,2016,PRO345,ADMINISTRACAO DE MARKETING,0.9
1071,2016,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,0.95
1072,2016,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,0.9
1073,2016,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,0.9266666666666667
1074,2016,PRO490,PROJETO FINAL DE GRADUACAO,0.9
1075,2016,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,0.5583783783783784
1076,2016,PRO504,DESENVOLVIMENTO ECONOMICO,0.9099999999999999
1077,2016,PRO508,PESQUISA OPERACIONAL APLICADA A ENGENNHARIA ECONOMICA,0.8
1078,2016,PRO509,ADMINISTRACAO FINANCEIRA,0.56
1079,2016,PRO511,TEORIA DAS ORGANIZACOES,0.92
1080,2016,PRO526,TEORIA DOS JOGOS,0.74
1081,2016,PRO530,MODELAGEM MATEMATICA EM SEQUENCIAMENTO DA PRODUCAO,0.47
1082,2016,PRO550,PETROLEO E GAS NATURAL,0.8
1083,2016,PRO551,ENERGIA DA BIOMASSA,0.87
1084,2016,PRO553,ENERGIA E MUDANCAS CLIMATICAS,1.0
1085,2016,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,1.0
1086,2016,PRO566,METODOS COMPUTACIONAIS AVANCADOS EM ENGENHARIA DE PRODUCAO,0.92
1087,2016,PRO571,MODELAGEM ESTOCASTICA E SIMULACAO AVANCADA,0.75
1088,2016,PRO602,ERGOLOGIA E TRABALHO,1.0
1089,2016,PRO604,ENGENHARIA DE SERVICOS,1.0
1090,2016,PRO605,ESTRATEGIA E PLANEJAMENTO,0.97
1091,2016,PRO606,PROJETO E GESTAO LOGISTICAS,0.89
1092,2016,PRO607,INOVACAO E EMPREENDENDORISMO,0.89
1093,2016,PRO609,ENGENHARIA SOCIAL,1.0
1094,2016,PRO636,METODOS ESTOCASTICOS  DA ENGENHARIA III,0.93
1095,2016,PRO639,OTIMIZACAO DE SISTEMAS DE GRANDE PORTE,0.78
1096,2016,PRO640,OTIMIZACAO E INTELIGENCIA COMPUTACIONAL,1.0
1097,2016,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,0.435
1098,2016,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.85
1099,2016,PRO706,PESQUISA OPERACIONAL I,0.8425
1100,2016,PRO708,PESQUISA OPERACIONAL II,0.5625
1101,2016,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",0.9633333333333334
1102,2016,PRO714,ECONOMIA INDUSTRIAL,0.825
1103,2016,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",0.9325
1104,2016,PRO717,ENGENHARIA DO TRABALHO,0.88
1105,2016,PRO718,ERGONOMIA E TRABALHO,0.865
1106,2016,PRO720,CIENCIA E MANUFATURA,0.935
1107,2016,PRO721,ENGENHARIA DA MANUFATURA,0.865
1108,2016,PRO723,ENGENHARIA DA QUALIDADE,0.9450000000000001
1109,2016,PRO724,LOGISTICA,0.895
1110,2016,PRO725,ENGENHARIA DA INFORMACAO,0.95
1111,2016,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,0.88
1112,2016,PRO808,ENGENHARIA DO PRODUTO,0.915
1113,2016,PRO809,ENGENHARIA ECONOMICA,0.95
1114,2016,PRO909,RECURSOS HUMANOS ESTRATEGICOS,0.955
1115,2016,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,0.9199999999999999
1116,2016,PRO920,PROJETO DA FABRICA,0.9375
1117,2016,QUI701,QUIMICA FUNDAMENTAL,0.6266666666666666
1118,2017,ARQ700,EXPRESSAO GRAFICA,0.7799999999999999
1119,2017,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5657894736842106
1120,2017,BCC702,PROGRAMACAO DE COMPUTADORES II,0.5158333333333334
1121,2017,BCC760,CALCULO NUMERICO,0.6405263157894737
1122,2017,CAT107,INSTALACOES INDUSTRIAIS,0.95
1123,2017,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.9033333333333333
1124,2017,FIS130,FISICA I,0.6726666666666666
1125,2017,FIS131,FISICA II,0.5653846153846154
1126,2017,FIS132,FISICA III,0.6646666666666667
1127,2017,FIS133,FISICA IV,0.6999999999999998
1128,2017,FIS214,MECANICA RACIONAL,0.7133333333333334
1129,2017,FIS215,MECANICA DO CONTINUO,0.7100000000000001
1130,2017,LET966,INTRODUCAO A LIBRAS,0.7541176470588236
1131,2017,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.3425
1132,2017,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.485
1133,2017,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.7475
1134,2017,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.515
1135,2017,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,0.85
1136,2017,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.77
1137,2017,PRO226,MACROECONOMIA,0.9099999999999999
1138,2017,PRO227,MICROECONOMIA,0.805
1139,2017,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.9433333333333334
1140,2017,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,0.5900000000000001
1141,2017,PRO336,ECONOMIA DA ENERGIA,0.78
1142,2017,PRO345,ADMINISTRACAO DE MARKETING,0.81
1143,2017,PRO346,ENGENHARIA FINANCEIRA,0.95
1144,2017,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,0.64
1145,2017,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,0.8325
1146,2017,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,0.925
1147,2017,PRO490,PROJETO FINAL DE GRADUACAO,0.81
1148,2017,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,0.5335294117647059
1149,2017,PRO508,PESQUISA OPERACIONAL APLICADA A ENGENNHARIA ECONOMICA,0.82
1150,2017,PRO509,ADMINISTRACAO FINANCEIRA,0.8600000000000001
1151,2017,PRO511,TEORIA DAS ORGANIZACOES,0.95
1152,2017,PRO526,TEORIA DOS JOGOS,0.75
1153,2017,PRO530,MODELAGEM MATEMATICA EM SEQUENCIAMENTO DA PRODUCAO,0.84
1154,2017,PRO550,PETROLEO E GAS NATURAL,0.5
1155,2017,PRO551,ENERGIA DA BIOMASSA,0.835
1156,2017,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,0.895
1157,2017,PRO562,EFICIENCIA E CONSERVACAO DE ENERGIA,0.9666666666666667
1158,2017,PRO565,PLANEJAMENTO E AVALIACAO DE SISTEMAS ENERGETICOS,1.0
1159,2017,PRO566,METODOS COMPUTACIONAIS AVANCADOS EM ENGENHARIA DE PRODUCAO,1.0
1160,2017,PRO606,PROJETO E GESTAO LOGISTICAS,0.88
1161,2017,PRO607,INOVACAO E EMPREENDENDORISMO,0.7
1162,2017,PRO608,DESENVOLVIMENTO TECNOLOGICO  E SUSTENTABILIDADE,1.0
1163,2017,PRO630,ECONOMIA MONETARIA E FINANCEIRA,0.88
1164,2017,PRO635,ECONOMIA BRASILEIRA,0.9
1165,2017,PRO639,OTIMIZACAO DE SISTEMAS DE GRANDE PORTE,0.91
1166,2017,PRO640,OTIMIZACAO E INTELIGENCIA COMPUTACIONAL,1.0
1167,2017,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,0.67
1168,2017,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.77
1169,2017,PRO706,PESQUISA OPERACIONAL I,0.7599999999999999
1170,2017,PRO708,PESQUISA OPERACIONAL II,0.7474999999999999
1171,2017,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",0.855
1172,2017,PRO714,ECONOMIA INDUSTRIAL,0.7666666666666666
1173,2017,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",0.95
1174,2017,PRO717,ENGENHARIA DO TRABALHO,0.855
1175,2017,PRO718,ERGONOMIA E TRABALHO,0.825
1176,2017,PRO720,CIENCIA E MANUFATURA,0.825
1177,2017,PRO721,ENGENHARIA DA MANUFATURA,0.92
1178,2017,PRO723,ENGENHARIA DA QUALIDADE,0.885
1179,2017,PRO724,LOGISTICA,0.825
1180,2017,PRO725,ENGENHARIA DA INFORMACAO,0.99
1181,2017,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,1.0
1182,2017,PRO808,ENGENHARIA DO PRODUTO,0.98
1183,2017,PRO809,ENGENHARIA ECONOMICA,1.0
1184,2017,PRO909,RECURSOS HUMANOS ESTRATEGICOS,0.9899999999999999
1185,2017,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,0.8833333333333333
1186,2017,PRO920,PROJETO DA FABRICA,0.985
1187,2017,QUI701,QUIMICA FUNDAMENTAL,0.6033333333333333
1188,2018,ARQ700,EXPRESSAO GRAFICA,0.8799999999999999
1189,2018,BCC701,PROGRAMACAO DE COMPUTADORES I,0.4633333333333334
1190,2018,BCC702,PROGRAMACAO DE COMPUTADORES II,0.32166666666666666
1191,2018,BCC760,CALCULO NUMERICO,0.71
1192,2018,CAT107,INSTALACOES INDUSTRIAIS,1.0
1193,2018,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.765
1194,2018,FIS130,FISICA I,0.5876470588235293
1195,2018,FIS131,FISICA II,0.642
1196,2018,FIS132,FISICA III,0.62625
1197,2018,FIS133,FISICA IV,0.6076923076923076
1198,2018,FIS214,MECANICA RACIONAL,0.6425
1199,2018,FIS215,MECANICA DO CONTINUO,0.9125000000000001
1200,2018,LET966,INTRODUCAO A LIBRAS,0.7916666666666665
1201,2018,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.53
1202,2018,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.352
1203,2018,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.5575
1204,2018,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.3983333333333334
1205,2018,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,0.87
1206,2018,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.74
1207,2018,PRO226,MACROECONOMIA,0.915
1208,2018,PRO227,MICROECONOMIA,0.84
1209,2018,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.82
1210,2018,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,0.605
1211,2018,PRO336,ECONOMIA DA ENERGIA,0.78
1212,2018,PRO345,ADMINISTRACAO DE MARKETING,0.89
1213,2018,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,0.9199999999999999
1214,2018,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,0.6050000000000001
1215,2018,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,0.815
1216,2018,PRO490,PROJETO FINAL DE GRADUACAO,0.93
1217,2018,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,0.4073684210526316
1218,2018,PRO503,A EVOLUCAO DO PENSAMENTO ECONOMICO,1.0
1219,2018,PRO508,PESQUISA OPERACIONAL APLICADA A ENGENNHARIA ECONOMICA,0.62
1220,2018,PRO509,ADMINISTRACAO FINANCEIRA,0.855
1221,2018,PRO511,TEORIA DAS ORGANIZACOES,0.905
1222,2018,PRO526,TEORIA DOS JOGOS,0.65
1223,2018,PRO530,MODELAGEM MATEMATICA EM SEQUENCIAMENTO DA PRODUCAO,0.875
1224,2018,PRO550,PETROLEO E GAS NATURAL,0.815
1225,2018,PRO551,ENERGIA DA BIOMASSA,0.7
1226,2018,PRO553,ENERGIA E MUDANCAS CLIMATICAS,0.75
1227,2018,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,1.0
1228,2018,PRO562,EFICIENCIA E CONSERVACAO DE ENERGIA,0.65
1229,2018,PRO563,ENGENHARIA DA ENERGIA,0.89
1230,2018,PRO566,METODOS COMPUTACIONAIS AVANCADOS EM ENGENHARIA DE PRODUCAO,0.84
1231,2018,PRO571,MODELAGEM ESTOCASTICA E SIMULACAO AVANCADA,0.86
1232,2018,PRO605,ESTRATEGIA E PLANEJAMENTO,0.94
1233,2018,PRO606,PROJETO E GESTAO LOGISTICAS,0.79
1234,2018,PRO607,INOVACAO E EMPREENDENDORISMO,1.0
1235,2018,PRO609,ENGENHARIA SOCIAL,0.615
1236,2018,PRO630,ECONOMIA MONETARIA E FINANCEIRA,0.97
1237,2018,PRO635,ECONOMIA BRASILEIRA,1.0
1238,2018,PRO640,OTIMIZACAO E INTELIGENCIA COMPUTACIONAL,0.87
1239,2018,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,0.585
1240,2018,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.68
1241,2018,PRO706,PESQUISA OPERACIONAL I,0.71
1242,2018,PRO708,PESQUISA OPERACIONAL II,0.62
1243,2018,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",0.835
1244,2018,PRO714,ECONOMIA INDUSTRIAL,0.625
1245,2018,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",0.9133333333333334
1246,2018,PRO717,ENGENHARIA DO TRABALHO,0.925
1247,2018,PRO718,ERGONOMIA E TRABALHO,0.905
1248,2018,PRO720,CIENCIA E MANUFATURA,0.7749999999999999
1249,2018,PRO721,ENGENHARIA DA MANUFATURA,0.75
1250,2018,PRO723,ENGENHARIA DA QUALIDADE,0.68
1251,2018,PRO724,LOGISTICA,0.7150000000000001
1252,2018,PRO725,ENGENHARIA DA INFORMACAO,0.8400000000000001
1253,2018,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,0.815
1254,2018,PRO808,ENGENHARIA DO PRODUTO,0.8300000000000001
1255,2018,PRO809,ENGENHARIA ECONOMICA,0.85
1256,2018,PRO909,RECURSOS HUMANOS ESTRATEGICOS,0.9633333333333334
1257,2018,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,0.8
1258,2018,PRO920,PROJETO DA FABRICA,0.865
1259,2018,QUI701,QUIMICA FUNDAMENTAL,0.625
1260,2019,ARQ700,EXPRESSAO GRAFICA,0.8066666666666666
1261,2019,BCC701,PROGRAMACAO DE COMPUTADORES I,0.4588095238095238
1262,2019,BCC702,PROGRAMACAO DE COMPUTADORES II,0.4791666666666667
1263,2019,BCC760,CALCULO NUMERICO,0.6033333333333332
1264,2019,CAT107,INSTALACOES INDUSTRIAIS,0.87
1265,2019,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.6799999999999999
1266,2019,FIS130,FISICA I,0.38176470588235295
1267,2019,FIS131,FISICA II,0.49928571428571444
1268,2019,FIS132,FISICA III,0.456
1269,2019,FIS133,FISICA IV,0.5258333333333334
1270,2019,FIS214,MECANICA RACIONAL,0.48583333333333334
1271,2019,FIS215,MECANICA DO CONTINUO,0.845
1272,2019,LET966,INTRODUCAO A LIBRAS,0.7319999999999999
1273,2019,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.2833333333333333
1274,2019,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.6266666666666667
1275,2019,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.46166666666666667
1276,2019,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.4828571428571428
1277,2019,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,0.8
1278,2019,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.78
1279,2019,PRO226,MACROECONOMIA,0.8999999999999999
1280,2019,PRO227,MICROECONOMIA,0.86
1281,2019,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.885
1282,2019,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,0.345
1283,2019,PRO336,ECONOMIA DA ENERGIA,0.895
1284,2019,PRO345,ADMINISTRACAO DE MARKETING,1.0
1285,2019,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,0.89
1286,2019,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,0.71
1287,2019,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,0.78
1288,2019,PRO490,PROJETO FINAL DE GRADUACAO,0.86
1289,2019,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,0.3492105263157895
1290,2019,PRO503,A EVOLUCAO DO PENSAMENTO ECONOMICO,0.76
1291,2019,PRO508,PESQUISA OPERACIONAL APLICADA A ENGENNHARIA ECONOMICA,0.83
1292,2019,PRO509,ADMINISTRACAO FINANCEIRA,1.0
1293,2019,PRO511,TEORIA DAS ORGANIZACOES,0.8799999999999999
1294,2019,PRO530,MODELAGEM MATEMATICA EM SEQUENCIAMENTO DA PRODUCAO,1.0
1295,2019,PRO550,PETROLEO E GAS NATURAL,0.8
1296,2019,PRO551,ENERGIA DA BIOMASSA,0.855
1297,2019,PRO553,ENERGIA E MUDANCAS CLIMATICAS,0.9
1298,2019,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,0.7849999999999999
1299,2019,PRO562,EFICIENCIA E CONSERVACAO DE ENERGIA,0.9033333333333333
1300,2019,PRO563,ENGENHARIA DA ENERGIA,1.0
1301,2019,PRO565,PLANEJAMENTO E AVALIACAO DE SISTEMAS ENERGETICOS,0.8
1302,2019,PRO566,METODOS COMPUTACIONAIS AVANCADOS EM ENGENHARIA DE PRODUCAO,0.85
1303,2019,PRO571,MODELAGEM ESTOCASTICA E SIMULACAO AVANCADA,0.25
1304,2019,PRO602,ERGOLOGIA E TRABALHO,0.95
1305,2019,PRO606,PROJETO E GESTAO LOGISTICAS,1.0
1306,2019,PRO607,INOVACAO E EMPREENDENDORISMO,0.835
1307,2019,PRO609,ENGENHARIA SOCIAL,0.5933333333333334
1308,2019,PRO630,ECONOMIA MONETARIA E FINANCEIRA,
1309,2019,PRO634,ECONOMIA REGIONAL E URBANA,0.8200000000000001
1310,2019,PRO636,METODOS ESTOCASTICOS  DA ENGENHARIA III,0.89
1311,2019,PRO640,OTIMIZACAO E INTELIGENCIA COMPUTACIONAL,0.585
1312,2019,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,0.45
1313,2019,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.645
1314,2019,PRO706,PESQUISA OPERACIONAL I,0.6699999999999999
1315,2019,PRO708,PESQUISA OPERACIONAL II,0.81
1316,2019,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",0.86
1317,2019,PRO714,ECONOMIA INDUSTRIAL,0.7
1318,2019,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",0.9650000000000001
1319,2019,PRO717,ENGENHARIA DO TRABALHO,0.8500000000000001
1320,2019,PRO718,ERGONOMIA E TRABALHO,0.865
1321,2019,PRO720,CIENCIA E MANUFATURA,0.77
1322,2019,PRO721,ENGENHARIA DA MANUFATURA,0.905
1323,2019,PRO723,ENGENHARIA DA QUALIDADE,0.775
1324,2019,PRO724,LOGISTICA,0.81
1325,2019,PRO725,ENGENHARIA DA INFORMACAO,0.91
1326,2019,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,0.85
1327,2019,PRO808,ENGENHARIA DO PRODUTO,0.87
1328,2019,PRO809,ENGENHARIA ECONOMICA,0.875
1329,2019,PRO909,RECURSOS HUMANOS ESTRATEGICOS,1.0
1330,2019,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,0.87
1331,2019,PRO920,PROJETO DA FABRICA,0.86
1332,2019,QUI701,QUIMICA FUNDAMENTAL,0.63125
